sshleifer/distilbart-cnn-12-6,mrm8488/bert-small2bert-small-finetuned-cnn_daily_mail-summarization,microsoft/prophetnet-large-uncased-cnndm,t5-small,facebook/bart-large-cnn,google/pegasus-cnn_dailymail
"Yes.

1. The summary states that a contestant drowned in preparation for the TV survival show. This is supported by the article, which states that Anthony Ogadje died suddenly and was thought to have drowned.
2. The summary mentions that Anthony Ogadje and nine others had gone to Shere Hills Lake in Nigeria's Plateau State. This is supported by the article, which states that Ogadje and the other contestants went to Shere Hills Lake to prepare for the show.
3. The summary states that Heineken's local unit is sponsoring the show. This is supported by the article, which mentions that Nigerian Breweries, a company majority-owned by Heineken, is sponsoring the show.
4. The summary mentions that the show was due to start on Thursday. This is supported by the article, which states that broadcasting was scheduled to start on Thursday.
5. The summary states that the winner was to receive 5 million naira in cash, a four-wheel drive jeep, and clothes. This is supported by the article, which mentions the prize money of 5 million naira, a four-wheel drive jeep, and an additional 500,000 naira for clothes.

Therefore, all the information in the summary is supported by the article, making the summary consistent with the article.","The summary accurately reflects the information in the article. 

1. The article mentions that Anthony Ogadje and nine other contestants went to Shere Hills Lake to prepare for the ""Gulder Ultimate Search."" This is mentioned in the summary.
2. The article states that the winner of the show was to receive 5 million naira in cash, a four-wheel drive jeep, and additional money to buy clothes. This is also mentioned in the summary.
3. The article suggests that the winner of the show could become an instant celebrity. This is also mentioned in the summary.

Therefore, the summary is consistent with the article.","No, the summary is not consistent with the article. The summary only mentions that the television survival show has been suspended after a contestant drowned, but it does not include any information about the contestant's name or the location of the incident.","Yes

1. The summary states that a contestant drowned in preparation for the ""Gulder Ultimate Search."" This is consistent with the information in the article which states that contestant Anthony Ogadje died suddenly and was thought to have drowned.
2. The summary mentions that the contestant had gone to Shere Hills Lake in Nigeria's hilly Plateau State. This is supported by the article which states that Ogadje and nine other contestants went to Shere Hills Lake to prepare for the show.
3. The summary states that the winner was to receive 5 million naira in cash, a four-wheel drive jeep, and another 500,000 naira to buy clothes. This is consistent with the information in the article which states that the winner of the show would receive a cash prize of 5 million naira, a four-wheel drive jeep, and 500,000 naira for clothes.
4. The summary mentions that the winner could have expected to become an instant celebrity. This can be inferred from the information in the article which states that the winner of the show would attract sponsorship deals and become a celebrity.

Therefore, all the information in the summary is supported by the article.","The summary is consistent with the article. The article states that Nigeria's television survival show has been suspended after a contestant drowned, which is mentioned in the summary. It also mentions that Anthony Ogadje and nine other contestants had gone to Shere Hills Lake, which is also mentioned in the summary. The article also mentions that the show, ""Gulder Ultimate Search,"" sets a variety of physical challenges for participants, which is stated in the summary. Finally, the article mentions that broadcasting was due to start on Thursday, which is also mentioned in the summary. Therefore, all the information in the summary is supported by the article. Yes.","Yes.

1. The summary states that Nigeria's television survival show has been suspended after a contestant drowned. This is supported by the article which states that the show has been suspended after contestant Anthony Ogadje drowned in preparation for the program.

2. The summary mentions that Anthony Ogadje, 25, was preparing for the ""Gulder Ultimate Search"" show. This is supported by the article which states that Ogadje and nine other contestants had gone to Shere Hills Lake in Nigeria's hilly Plateau State to prepare for the ""Gulder Ultimate Search.""

3. The summary mentions that Dutch brewer Heineken's local unit is sponsoring the show. This is supported by the article which states that Nigerian Breweries, which is majority-owned by Heineken, is sponsoring the show."
"Yes

1. The summary states that Chelsea are waiting on the fitness of John Terry ahead of the Champions League clash with Valencia. This is consistent with the article, which mentions that Terry suffered a broken cheekbone and the manager will make a decision on his availability after training.

2. The summary mentions that Frank Lampard has been ruled out with a thigh injury. This is consistent with the article, which confirms that Lampard will definitely sit the game out due to his thigh injury.

3. The summary states that Michael Essien is expected to play. This is consistent with the article, which mentions that Essien took part in training and is expected to play.","Yes

1. The summary mentions that Chelsea is waiting on the fitness of John Terry ahead of Wednesday's Champions League match, which is consistent with the article.
2. The summary states that Terry suffered a broken cheekbone during Saturday's match, which is supported by the article.
3. The summary mentions that Avram Grant will see how Terry fares during training on Tuesday before making a decision on his availability, which is consistent with the article.
4. The summary mentions that Michael Essien has been battling a leg injury but is expected to play, which is supported by the article.","Yes

Reasoning:
- The article states that Chelsea is waiting on the fitness of John Terry ahead of Wednesday's match.
- The article also mentions that Terry suffered a broken cheekbone during a previous match and is wearing a face mask after surgery.
- The article further states that Chelsea manager Avram Grant will see how Terry fares during training on Tuesday before making a decision on his availability.
- The article confirms that Frank Lampard has been ruled out of the game due to a thigh injury.
- The article mentions that midfielder Michael Essien, who scored a last-minute winner for Chelsea in a previous Champions League match against Valencia, has been battling a leg injury but is expected to play.","Yes

1. The summary mentions that John Terry tries out his protective mask during training for Chelsea on Tuesday. This information is supported by the article, which states that Terry trained at Valencia's Mestalla stadium with a face mask on after surgery on Sunday.
2. The summary states that the center-back suffered a broken cheekbone during a 0-0 draw with Fulham. This information is supported by the article, which mentions that Terry suffered a broken cheekbone during Saturday's 0-0 draw with Fulham.
3. The summary mentions that Chelsea manager Avram Grant will see how Terry fares during training before making a decision on his availability. This information is supported by the article, which quotes Grant as saying ""John Terry wants to play which is very good. Now we need to wait for training and then we will speak with the medical department and decide.""","Yes

1. The summary states that Chelsea are waiting on the fitness of John Terry ahead of Wednesday's Champions League match with Valencia. This is consistent with the article, which mentions that Terry suffered a broken cheekbone and the manager will assess his fitness during training on Tuesday.
2. The summary also mentions that Terry suffered the injury during Saturday's 0-0 draw with Fulham. This is consistent with the article, which states that Terry trained at Valencia's Mestalla stadium with a face mask after surgery on Sunday.
3. The summary accurately states that Chelsea manager Avram Grant will make a decision on Terry's availability based on his training performance. This is supported by the article, which quotes Grant saying, ""Now we need to wait for training and then we will speak with the medical department and decide.""
4. The summary does not mention Frank Lampard being ruled out, which is consistent with the article stating that Lampard will definitely sit the game out as he continues to recover from his thigh injury.
5. The summary does not mention Michael Essien's injury or his participation in training, which is consistent with the article mentioning Essien's leg injury but also stating that he took part in training on Tuesday and is expected to play.

Therefore, all the information in the summary is supported by the article, making the answer ""yes"".","The summary is consistent with the article. 

Reasoning:
- The article mentions that Chelsea is waiting on the fitness of John Terry ahead of Wednesday's Champions League match, which is reflected in the summary.
- The article states that Terry trained at Valencia's Mestalla stadium with a face mask on after surgery, which is also mentioned in the summary.
- The article confirms that Frank Lampard has been ruled out of the game with a thigh injury, which is reflected in the summary. 

Therefore, all information in the summary is supported by the article. Yes."
"Yes

Reasoning:
- The summary states that Francesco Totti has threatened to quit the Italian Players Association, which is supported by the article.
- The summary mentions that the Italian Football League voted to start the season on August 26, ignoring a request by Italy coach Roberto Donadoni. This information is also supported by the article.
- The quote from Totti, ""We are the principal actors, but also the people who are never listened to,"" is accurately mentioned in the summary.
- The summary correctly states that Serie A is one of the last major European leagues to start next season, which is mentioned in the article.","The summary is consistent with the article. 

1. The summary mentions that Francesco Totti has threatened to quit the Italian Players Association, which is supported by Totti's statement in the article.
2. The summary states that the Italian Football League voted to start the season on August 26, which is also mentioned in the article.
3. The summary includes Totti's complaint that Italian players are never listened to, which is supported by Totti's statement in the article.
4. The summary mentions that the Italian league is one of the last major European leagues to start next season, which is mentioned in the article as well.
5. The summary concludes with a statement to click for more Italian league news, which is not mentioned in the article. However, this does not affect the consistency of the summary with the article.","The summary is not consistent with the article. While it mentions Francesco Totti threatening to quit the Italian Players Association, it does not mention the reason for his anger, which is the starting date of the next Serie A season and the lack of listening to Italian players.","Yes

1. The summary mentions that Francesco Totti threatens to quit the Italian Players Association, which is supported by the statement in the article that Totti said, ""I'm ready to leave the Italian Players Association.""
2. The summary states that the row began last month when the Italian Football League voted to start the season, which is supported by the statement in the article that the row began when the Italian Football League voted to start the season on August 26.
3. The summary mentions that the Italian Football League ignored a request by Italian coach Roberto Donadoni to play the first round of matches, which is supported by the statement in the article that the Italian Football League ignored Donadoni's request to play the first round of matches midway through the month.

Therefore, all information in the summary is supported by the article, making the summary consistent with the article.","Yes

Reasoning:
- The article mentions that Francesco Totti has threatened to quit the Italian Players Association, which is consistent with the summary.
- The article states that Totti is unhappy with the starting date of the next Serie A season, which is consistent with the summary.
- The article confirms that the Italian Football League voted to start the season on August 26, supporting the information in the summary.
- The article also mentions that Italy coach Roberto Donadoni wanted the first round of matches midway through the month, which is consistent with the summary.","Yes

Reasoning:
- The summary mentions that Francesco Totti is threatening to quit the Italian Players Association, which is consistent with the article.
- The summary states that Totti is unhappy about the start of the Serie A season, which is supported by the article stating that Totti complained that the Italian players are never listened to regarding the starting date of the season.
- The summary mentions that the Italian Football League voted to start the season on August 26, which is consistent with the article stating that they ignored a request by Italy coach Roberto Donadoni to play the first round of matches midway through the month."
"Yes

Reasoning:
- The article states that allegations of Blackwater being ""in any way associated or complicit in unlawful arms activities are baseless,"" which matches the summary's statement.
- The article also mentions that federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons, which is also mentioned in the summary.
- The article confirms that Blackwater resumed normal security operations in Iraq on Friday, after a brief hiatus following the shooting incident, which is mentioned in the summary as well.
- The summary accurately states that 20 Iraqi civilians were shot to death last weekend, which is supported by the article.","Yes

- The summary states that allegations that Blackwater USA was ""in any way associated or complicit in unlawful arms activities are baseless."" This is consistent with the article, which states that Blackwater has denied any knowledge of employees improperly exporting weapons.
- The summary states that Blackwater is a security firm hired by the State Department to guard U.S. staff in Iraq. This is consistent with the article, which states that Blackwater is a security firm hired by the State Department for this purpose.
- The summary states that the State Department has been cooperating with prosecutors in the probe. This is consistent with the article, which states that the State Department has been cooperating with prosecutors in the investigation into alleged smuggling of weapons into Iraq by a contractor.","Yes

Reasoning:
- The article states that Blackwater asserted that allegations of being ""in any way associated or complicit in unlawful arms activities are baseless.""
- This aligns with the summary statement that the allegations against Blackwater are ""baseless.""","Yes.

1. The summary states that federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons. This is supported by the article, which states that federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons and sold them in Iraq.
2. The summary states that the company is hired by the State Department to guard U.S. staff in Iraq. This is supported by the article, which states that Blackwater is a security firm hired by the State Department to guard U.S. staff in Iraq.
3. The summary states that the company denies any knowledge of employees improperly exporting weapons. This is supported by the article, which includes a statement from Blackwater asserting that allegations of the company being associated with unlawful arms activities are baseless and that the company has no knowledge of any employee improperly exporting weapons.","Yes

- The article states that Blackwater fired two employees for stealing from the company, which aligns with the summary's claim that the company fired two employees for stealing.
- The article also mentions that Blackwater has no knowledge of any employee improperly exporting weapons, which corresponds to the summary's statement that the company says it has ""no knowledge of any employee improperly exporting weapons.""
- The article confirms that federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons, supporting the summary's claim that employees are being investigated for illegally purchasing weapons.
- The article mentions that 20 Iraqi civilians were shot to death by Blackwater guards, which is consistent with the summary's statement that 20 Iraqi civilians were shot to death last weekend by Blackwater guards.","Yes

Reasoning:
- The summary accurately states that Blackwater denies allegations of being associated with unlawful arms activities.
- The summary states that federal prosecutors are investigating weapons sales by Blackwater employees, which is supported by the article.
- The summary correctly identifies Blackwater as a security firm hired by the State Department to guard U.S. staff in Iraq.
- The summary accurately mentions that Blackwater's operations were suspended after the shooting incident."
"The summary is consistent with the article. 

- The article states that Cpl. Trent D. Thomas was found guilty of kidnapping and conspiracy to commit several offenses, which is mentioned in the summary. 
- The article also mentions that Thomas will be demoted to the rank of entry-level private and will receive a bad-conduct discharge, which is also reflected in the summary. 
- The article states that seven Marines and a Navy medic were charged in connection with the death of Hashim Ibrahim Awad, and this is mentioned in the summary. 
- Finally, the article mentions that Thomas changed his plea from guilty to not guilty in February, which is also included in the summary. 

Therefore, all the information in the summary is supported by the article.","Yes

1. The summary correctly states that Cpl. Trent D. Thomas was found guilty of kidnapping and conspiracy.
2. The summary accurately mentions that Thomas will be demoted to the rank of private and will receive a bad-conduct discharge.
3. The summary correctly states that Thomas was among seven Marines and a Navy medic who were charged in the death of a 52-year-old.

Therefore, all information in the summary is supported by the article.","Yes

Reasoning:
The article states that Cpl. Trent D. Thomas will be demoted to the rank of entry-level private as part of his sentencing. This is consistent with the information provided in the summary.","Yes

1. The article states that a Marine was convicted for his role in the death of an Iraqi civilian and was sentenced to a reduction in rank. The summary accurately states that a marine convicted for his role in the death of an Iraqi civilian was sentenced to a reduction in rank.

2. The article mentions that the Marine will be demoted to the rank of entry-level private and will receive a bad-conduct discharge. The summary accurately states that the 25-year-old will be demoted to the rank of entry-level private and will receive a bad-conduct discharge.

3. The article mentions that seven Marines and a Navy medic were charged in connection with the death of a civilian. The summary accurately states that seven marines and a navy medic were charged in connection with the 2006 death of a civilian.","Step 1: Cpl. Trent D. Thomas will be demoted to the rank of entry-level private. 
- Supported by the article: ""Thomas will be demoted to the rank of entry-level private""

Step 2: He will also receive a bad-conduct discharge.
- Supported by the article: ""and will receive a bad-conduct discharge""

Step 3: Thomas was found guilty Wednesday of kidnapping and conspiracy to commit several offenses.
- Supported by the article: ""Cpl. Trent D. Thomas was found guilty Wednesday of kidnapping and conspiracy to commit several offenses -- including murder, larceny, housebreaking, kidnapping, and making false official statements""

Step 4: Seven Marines and a Navy medic were charged in the death of Hashim Ibrahim Awad.
- Supported by the article: ""The 25-year-old was among seven Marines and a Navy medic who were charged in connection with the death of Hashim Ibrahim Awad, 52""

Based on the above analysis, the summary is consistent with the article.","Yes

Reasoning:
- The summary correctly states that Cpl. Trent D. Thomas was found guilty of kidnapping and conspiracy, which is supported by the article.
- The summary also accurately states that Thomas will be demoted to the rank of entry-level private and will receive a bad-conduct discharge, which is also supported by the article.
- Lastly, the summary mentions that Thomas was among seven Marines and a Navy medic charged in the death of Hashim Ibrahim Awad, which is consistent with the information provided in the article."
"The summary is consistent with the article. It accurately reflects the main points discussed in the article, including the argument between Michael Moore and Sanjay Gupta on CNN's ""Larry King Live"" and their agreement on the problems in America's health care system. The summary also includes Gupta's statement that the health care system is broken and needs to be fixed, and Moore's criticism of the government's role in addressing the issue. Therefore, all the information in the summary is supported by the article. Yes.","Yes

Reasoning:
- The summary mentions that filmmaker Michael Moore criticized a report on ""Sicko"" by Gupta, which is supported by the article.
- The summary also mentions that Moore and Gupta had a heated argument about the data used in the report, which is supported by the article.
- The summary accurately states that both Moore and Gupta agreed on the basic premise of ""Sicko"" - that there are problems in America's health care system that need to be fixed.
- The summary mentions Gupta's concern about the movie suggesting that health care in other countries is free, which is supported by the article.
- Finally, the summary mentions that Moore and Gupta had a disagreement about the solution to the health care system, which is supported by the article.","No, the summary is not consistent with the corresponding article. The summary only mentions that Michael Moore and Sanjay Gupta argued over data used in Gupta's report on ""Sicko,"" but it does not include the information about both of them agreeing on the basic premise of the film, the concerns Gupta had about the movie suggesting that health care in other countries is free, and the discussion about the current health care system and potential solutions.","The summary is not consistent with the article. The summary focuses on the filmmaker's opinion about the government and its role in healthcare, while the article discusses the argument between Michael Moore and Dr. Sanjay Gupta about Gupta's report on Moore's film ""Sicko"". The summary does not mention the argument or the specific issues raised in the article.","Yes

The summary accurately summarizes the main points of the article. It mentions the argument between Michael Moore and Sanjay Gupta over the documentary ""Sicko"" and their differing views on the healthcare system. It also includes quotes from both Moore and Gupta about the film and its portrayal of facts. Overall, the information in the summary is supported by the article.","Yes

1. The summary states that Moore criticized a report Gupta did on ""Sicko"" on CNN. This is consistent with the article, which mentions Moore criticizing Gupta's report.
2. The summary includes Gupta's statement that he thought ""Sicko"" was a good movie and that it highlights the fact that the healthcare system is broken. This is consistent with the article, which mentions Gupta praising the movie and agreeing with its premise that the healthcare system needs fixing."
"Yes.

1. The summary states that the body of an Ethiopian soldier was dragged through the streets of Mogadishu after gun battles with insurgents. This information is supported by the article, which describes how the body was bound and wrapped in plastic before being left with the crowd in a neighborhood in Mogadishu.

2. The summary mentions that crowds shouted ""God is great"" as they dragged the corpse through the streets. This is consistent with the article, which states that the crowd shouted the same phrase as they dragged the body.

3. The summary states that another battle broke out between Ethiopian troops and insurgents on the city's south side. This is supported by the article, which mentions a battle between Ethiopian troops and insurgents armed with heavy machine guns and rocket-propelled grenades.

4. The summary mentions that the fighting drove hundreds more people from their homes. This is consistent with the article, which states that the fighting has caused tens of thousands of people to flee their homes in recent weeks.

Based on these reasons, the summary is consistent with the article.","Yes

1. The summary mentions that crowds shout ""god is great"" as they drag the body of an Ethiopian soldier through the streets of Mogadishu. This is consistent with the information in the article that an enraged crowd dragged the body of an Ethiopian soldier through the streets.
2. The summary states that nine Ethiopians are part of the 19 dead, which is supported by the article that mentions nine Ethiopians among the death toll from the day's clashes.
3. The summary mentions that the fighting drove hundreds more people from their homes, which aligns with the article mentioning that the fighting has caused tens of thousands of people to flee in recent weeks.","Yes

- The article mentions that an enraged crowd dragged the body of an Ethiopian soldier through the streets of Mogadishu.
- The article also states that the crowd shouted ""God is great"" while dragging the body, which is consistent with the summary stating that the crowd was shouting this phrase.
- The article describes the body as being bruised and bullet-riddled, which aligns with the summary mentioning that the corpse was bullet-riddled.
- The article mentions that the body was bound hand and foot with wire and wrapped in plastic, which is consistent with the summary stating that the body was wrapped in a sheet of plastic.
- The article confirms that there were gun battles with Islamic insurgents that resulted in the death of 19 people, including nine Ethiopians, which matches the summary stating that 19 people died.
- The article also mentions that another battle broke out between Ethiopian troops and insurgents armed with heavy machine guns and rocket-propelled grenades, which is consistent with the summary mentioning the presence of bullet-riddled corpses and the crowd shouting ""God is great"" during the clashes.
- Overall, all the information in the summary is supported by the article.","Yes.

1. The summary states that an enraged crowd dragged the body of an Ethiopian soldier through the streets of the capital. This is consistent with the information in the article that witnesses reported an enraged crowd dragging the body of an Ethiopian soldier through the streets of Mogadishu.
2. The summary mentions that the body was bound hand and foot with wire and wrapped in a sheet of plastic. This is consistent with the information in the article that the body was bound hand and foot with wire and wrapped in a sheet of plastic when it was left with the crowd.
3. The summary states that nine Ethiopians are reportedly part of the 19 dead. This is consistent with the information in the article that witnesses put the death toll from the day's clashes at 19, including Ethiopian troops.","The summary is consistent with the corresponding article. 

1. The summary states that an Ethiopian soldier's body was dragged through Mogadishu after gun battles. This is supported by the article, which mentions that the body of an Ethiopian soldier was dragged through the streets by an enraged crowd.
2. The summary mentions that fighting between Ethiopian troops and Islamic insurgents killed 19 people, as reported by witnesses. This is consistent with the article, which states that witnesses put the death toll from the day's clashes at 19, including Ethiopian troops, insurgents, and civilians.
3. The summary refers to the 1993 incident where U.S. troops were dragged through the streets of Somalia. This is mentioned in the article, which compares the recent incident to the 1993 battle involving Somali militias.
4. The summary mentions that Ethiopian troops arrived in Somalia in December 2006 to help a weak Somali government. This is consistent with the article, which states that Ethiopian troops arrived in Somalia in December 2006 to help drive the Islamic Courts Union out of Mogadishu and restore a U.N.-backed transitional government.

Therefore, all the information in the summary is supported by the article. Yes.","Yes

- The summary states that an Ethiopian soldier was dragged through the streets of Mogadishu after gun battles killed 19 people. This is consistent with the article, which describes how the body of an Ethiopian soldier was dragged through the streets by an enraged crowd.
- The summary mentions that insurgents pulled the body out of a car and left it with the crowd, which is also supported by the article. Witnesses reported that the body was bound hand and foot with wire and wrapped in plastic before being left with the crowd.
- The summary notes that another battle broke out on the city's south side Thursday morning, which is consistent with the article. The article mentions that there were gun battles between Ethiopian troops and insurgents armed with heavy machine guns and rocket-propelled grenades.
- Finally, the summary states that Washington has long been concerned that Somalia could turn into a safe haven for terrorists. This is supported by the article, which mentions that the United States accused the Islamic Courts Union (ICU) of harboring suspected al Qaeda figures and that Washington has been concerned about Somalia becoming a safe haven for terrorists."
"Yes

- The article states that Julia Vakulenko is the third seed and will face Lindsay Davenport in her first final at the Bell Challenge in Quebec. This is consistent with the summary.
- The article also mentions that Vakulenko is seeking her first victory on the WTA Tour at the tournament. This is also mentioned in the summary.
- The article states that Lindsay Davenport is seeking her second win in three tournaments since returning from a one-year hiatus to have a baby. This is consistent with the summary.","Yes

- The summary correctly states that Julia Vakulenko will seek her first victory at the Bell Challenge in Quebec, which is supported by the article.
- The summary accurately mentions that Vakulenko battled through with a 6-1 4-6 7-5 victory over American qualifier Julie Ditty, which is also supported by the article.
- The summary correctly states that Lindsay Davenport is seeking her second win in three tournaments since returning from a one-year hiatus, which is supported by the article.",The summary does not provide enough information to determine if it is consistent with the article.,"Yes

1. The summary states that third seed Julia Vakulenko will face Lindsay Davenport in the final at the Bell Challenge. This is consistent with the article, which mentions that Vakulenko will face Davenport in her first WTA Tour final at the Bell Challenge.

2. The summary mentions that Vakulenko battled through with a 6-1 4-6 7-5 victory over Julie Ditty. This is consistent with the article, which states that Vakulenko had a 6-1 4-6 7-5 victory over American qualifier Julie Ditty in the semifinals.

3. The summary states that Vakulenko reached a career high of 33rd in the world rankings in May and is now 36th. This is consistent with the article, which mentions that Vakulenko reached a career high of 33rd in the world rankings back in May, but is now 36th.","The summary is not consistent with the article. The article states that Vakulenko won in three sets, not straight sets. Additionally, the article mentions that Davenport has already won her comeback tournament in Bali and reached the last four in Beijing, while the summary only mentions that she is seeking her second win in three tournaments.","Yes

Reasoning:
- The summary accurately mentions that Julia Vakulenko faces Lindsay Davenport in the final of the Bell Challenge in Quebec, which is supported by the article.
- The summary correctly states that Vakulenko defeated American qualifier Julie Ditty in three sets, which is also supported by the article.
- The summary accurately mentions that Lindsay Davenport defeated second seed Vera Zvonareva in three sets, which is supported by the article."
"The summary is consistent with the article. It accurately states that South Africa took a tight grip on the first test against New Zealand, with New Zealand being bowled out for 118 in their first innings and South Africa reaching 179 for two in their second innings.","The summary is not consistent with the article. While it correctly states that Dale Steyn took a five-wicket haul in the match, it inaccurately states that it was a career-best and that it was against New Zealand. The article states that it was his fourth five-wicket haul in 14 tests and his previous best was against the same opponents at Centurion two seasons ago. Additionally, the summary incorrectly states that South Africa reached 179 in their second innings, when in fact they reached 179 for two.","Yes.

Reasoning: The summary accurately states that South African fast bowler Dale Steyn took a career-best 5-34 against New Zealand. This information is supported by the article, which mentions Steyn's bowling figures and his five-wicket haul.","Yes

Reasoning:
- The article states that South Africa took a tight grip on the first test against New Zealand in Johannesburg, which is consistent with the summary stating that the Proteas took a tight grip on the first test.
- The article mentions that Dale Steyn took a career-best 5-34, which is consistent with the summary stating that the fast bowler's career-best 5-34 was his fourth five-wicket haul in 14 tests.
- The article states that South Africa reached 179 for two in their second innings, which is consistent with the summary stating that South Africa reached 179 for two in their second innings.","Yes

- The summary states that Dale Steyn took a career-best five for 34, which is supported by the article.
- The summary mentions that New Zealand were bowled out for 118 in reply to South Africa's 226, which is supported by the article.
- The summary states that Hashim Amla and Jacques Kallis shared an unbeaten stand of 159, which is supported by the article.
- The summary mentions that South Africa leads New Zealand by 287, which is supported by the article.","The summary is consistent with the corresponding article. 

1. The summary states that South Africa leads New Zealand by 287 with eight wickets left in the first test. This is supported by the article, which mentions that South Africa reached 179 for two in their second innings, giving them a lead of 287.

2. The summary mentions that Dale Steyn took a career-best 5-34 as the Kiwis were bowled out for 118. This is supported by the article, which states that Steyn took five wickets for 34 runs and that New Zealand were bowled out for 118.

3. The summary states that Hashim Amla and Jacques Kallis were unbeaten on 159. This is supported by the article, which mentions that Amla and Kallis shared an unbeaten stand of 159.

Therefore, all the information in the summary is supported by the article, making it consistent."
"Yes

- The summary accurately states that the U.N. refugee agency said it didn't appear rebels targeted the camps.
- The summary also mentions that some camps were looted after camp residents fled, which is supported by the article.
- The article mentions that 375,000 Congolese in North Kivu province have been forced from their homes in the past year, supporting the summary's statement.
- The article also states that the Congolese government accused rebel general Laurent Nkunda of staging the attack, but Nkunda denies the allegation, which is consistent with the summary.","The summary is consistent with the corresponding article. It includes information about refugees fleeing as rebel troops attack government forces, the difficulty caused by torrential rain, the Congolese government accusing troops of staging the attack, and the uncertainty about which group attacked the Congo army outpost near Kishangazi.","No, the summary is not consistent with the corresponding article. The article does mention that a spokesperson for the rebel group denies the accusation that they staged the attack, but it does not specifically state that Rwandan Hutu rebels were behind the attack. Therefore, the information in the summary is not supported by the article.","The summary is consistent with the article. It mentions that tens of thousands of Congolese refugees fled camps in the Democratic Republic of Congo, which is supported by the article. It also states that rebel troops attacked government forces in the area, which is also supported by the article. Finally, it mentions that a spokesman for the UN military mission in the Congo denies the allegation, which is mentioned in the article as well. Therefore, all the information in the summary is supported by the article. Yes.","The summary accurately reflects the information in the article. It mentions that tens of thousands of Congolese refugees fled camps as rebel troops attacked government forces, which is supported by the article. The summary also mentions that the U.N. High Commissioner for Refugees stated that it didn't appear rebels targeted the camps, which is also supported by the article. Additionally, the summary mentions that roads to Goma were crowded with refugees, and that torrential rain made movement difficult, both of which are supported by the article. Therefore, the answer is yes.","The summary is consistent with the corresponding article. 

1. The summary mentions that Congo rebels blame Rwandan Hutu rebels for the attack. This is supported by the article, which states that a Nkunda spokesman denied the allegation and said that the Rwandan Hutu rebels were behind the attack.
2. The summary states that internally displaced Congolese fled as rebels attacked government forces. This is supported by the article, which mentions that tens of thousands of Congolese refugees fled camps as rebel troops attacked government forces.
3. The summary mentions that torrential rain made refugee movement difficult. This is supported by the article, which states that the movement of refugees was made more difficult by torrential rain.
4. The summary states that the UN refugee agency reported that about 375,000 people have been forced from their homes in the past year. This is supported by the article, which states that the UNHCR identified the affected camps and mentioned that about 28,000 had abandoned the first three camps and about 2,000 had left Bulengo. The article also mentions that 375,000 Congolese in North Kivu province have been forced from their homes in the past year."
