sshleifer/distilbart-cnn-12-6,mrm8488/bert-small2bert-small-finetuned-cnn_daily_mail-summarization,microsoft/prophetnet-large-uncased-cnndm,t5-small,facebook/bart-large-cnn,google/pegasus-cnn_dailymail
"The summary is not coherent with the corresponding article. 

1. The summary mentions that a contestant drowned in preparation for the TV survival show, which is accurate.
2. However, the summary fails to mention that the TV show is called ""Gulder Ultimate Search"" and is sponsored by Heineken's local unit.
3. The summary also does not mention that the contestant's death caused the suspension of the show.
4. Additionally, the summary does not include information about the failed attempts to revive the contestant and the involvement of the medical team and lifeguards.
5. The summary briefly mentions that the show was supposed to start on Thursday, but it does not provide any context or explanation.
6. Lastly, the summary mentions the prize money and rewards for the winner, but it does not provide any additional information about the show's format or popularity.

Overall, the summary lacks important details and fails to provide a clear structure and flow of ideas, making it difficult to understand and follow.","The summary is not coherent with the corresponding article. 

Reasoning:
1. The summary mentions the contestant Anthony Ogadje and his fellow contestants going to Shere Hills Lake to prepare for the ""Gulder Ultimate Search,"" which is mentioned in the article.
2. The summary mentions the prize for the winner of the show, which is also mentioned in the article.
3. The summary mentions the potential for the winner to become an instant celebrity, which is also mentioned in the article.

However, the summary lacks a clear structure and flow of ideas. It jumps from mentioning the preparation for the show, to the prize for the winner, and then to the potential for becoming a celebrity. It does not provide a clear and cohesive summary of the article.","The summary does not provide a clear structure and flow of ideas. It only mentions that the television survival show in Nigeria has been suspended after a contestant drowned, without providing any further details or information from the article. Therefore, the summary is not coherent with the corresponding article.","The summary is not coherent with the corresponding article. 

Reasoning:
1. The summary mentions that a contestant drowned in preparation for the ""Gulder Ultimate Search"" and went to Shere Hills Lake in the hilly Plateau State. This information is mentioned in the article as well.
2. The summary briefly mentions the prize money and rewards for the winner of the show. This information is also mentioned in the article.
3. However, the summary does not mention any other relevant details from the article, such as the suspension of the television show, the failed attempts to revive the contestant, or the fact that the show is sponsored by Dutch brewer Heineken's local unit. 
4. The summary also lacks coherence and does not have a clear structure or flow of ideas.

Therefore, the summary is not coherent with the corresponding article.","Yes, the summary is coherent with the corresponding article. 

1. The first sentence of the summary states that Nigeria's television survival show has been suspended after a contestant drowned, which is the main event mentioned in the article.
2. The summary then provides the name of the contestant, Anthony Ogadje, and mentions that he and nine other contestants had gone to Shere Hills Lake, which aligns with the location mentioned in the article.
3. The summary also mentions that the show, ""Gulder Ultimate Search,"" sets a variety of physical challenges for participants, which is consistent with the information in the article.
4. Lastly, the summary states that broadcasting was due to start on Thursday, which is mentioned in the article as well.

Overall, the summary includes the main points of the article in a clear and logical manner, making it easy to understand and follow.","The summary is not coherent with the article. 

1. The summary mentions that the television survival show has been suspended after a contestant drowned, which is accurate.
2. It mentions the name of the contestant, Anthony Ogadje, who drowned while preparing for the ""Gulder Ultimate Search"" show, which is also accurate.
3. It mentions that Dutch brewer Heineken's local unit is sponsoring the show, which is mentioned in the article.

However, the summary lacks important details and does not provide a clear structure or flow of ideas. It does not mention that the show was suspended due to the contestant's death, nor does it mention that the show involves physical challenges and evictions of contestants. It also does not mention the prize money and benefits for the winner, which are significant aspects of the article. Therefore, the summary is not coherent with the article."
"The summary is coherent with the corresponding article. 

1. The summary mentions that Chelsea is waiting on the fitness of John Terry, which aligns with the article stating that Terry suffered a broken cheekbone and the manager will decide his availability after training.
2. The summary also mentions that Frank Lampard has been ruled out due to a thigh injury, which matches the information in the article.
3. Finally, the summary states that Michael Essien is expected to play, which is in line with the article mentioning that Essien took part in training and is likely to play.

Overall, the summary includes the main points of the article in a clear and logical manner, making it easy to understand and follow. Thus, the answer is yes.","The summary is coherent with the article. 

1. The first sentence states that Chelsea is waiting on the fitness of John Terry for their upcoming Champions League match. This matches the information in the article.
2. The second sentence mentions that Terry suffered a broken cheekbone during a previous match, which is accurate according to the article.
3. The third sentence states that Avram Grant will assess Terry's condition during training before deciding if he can play. This aligns with what the article says about Grant waiting to see how Terry fares during training.
4. The final sentence mentions that Michael Essien has been battling a leg injury but is expected to play. This matches the information in the article about Essien participating in training and being expected to play.

Therefore, the summary is coherent with the article.","No, the summary is not coherent with the corresponding article. 

1. The summary does not provide any information about Frank Lampard being ruled out of the match, which is mentioned in the article.
2. The summary also does not mention John Terry's broken cheekbone, his training with a face mask, or the decision to wait for training and consult with the medical department before deciding on his availability.
3. The summary does not mention Michael Essien's leg injury or his participation in training, which is mentioned in the article.

Therefore, the summary does not accurately represent the information in the article and lacks a clear structure and flow of ideas.","The summary is not coherent with the corresponding article. 

1. The summary mentions John Terry trying out a protective mask during training, which is mentioned in the article.
2. The summary mentions that Terry suffered a broken cheekbone during a 0-0 draw with Fulham, which is also mentioned in the article.
3. However, the summary fails to mention that Chelsea is waiting on Terry's fitness for the Champions League match with Valencia, which is a crucial detail mentioned in the article.
4. The summary also fails to mention that Frank Lampard has been ruled out for the match, which is another important detail from the article.
5. The summary does not include any information about Michael Essien's injury and his expected participation in the match, which is mentioned in the article.

Therefore, the summary is not coherent with the corresponding article.","The summary is coherent with the article. 

1. The summary begins by mentioning that Chelsea is waiting on the fitness of John Terry for their Champions League match.
2. It then states that Terry suffered a broken cheekbone during a previous match.
3. The summary concludes by mentioning that the Chelsea manager will assess Terry's fitness during training on Tuesday.
4. Overall, the summary presents a clear structure and flow of ideas, making it easy to understand and follow the main points of the article.","The summary is coherent with the article. 

1. The summary mentions that Chelsea is waiting on the fitness of John Terry, which is a key point mentioned in the article. 
2. It also states that Terry trained at Valencia's Mestalla stadium with a face mask on after surgery, which is another important detail from the article. 
3. Lastly, the summary mentions that Frank Lampard has been ruled out of the game with a thigh injury, which is also mentioned in the article. 

The summary follows a clear structure and flow of ideas, making it easy to understand and follow. Therefore, the answer is yes."
"The summary is coherent with the article. 

1. The summary introduces the main point of the article, which is that Francesco Totti has threatened to quit the Italian Players Association.
2. It then mentions that the Italian Football League voted to start the season on August 26, ignoring a request by Italy coach Roberto Donadoni.
3. The summary includes a quote from Totti expressing his frustration with the lack of listening to players.
4. Lastly, it mentions that Serie A is one of the last major European leagues to start next season.

The summary follows a clear structure and flow of ideas, presenting the main points of the article in a concise manner. Therefore, it is easy to understand and follow.","The summary is not coherent with the corresponding article. 

1. The summary mentions that Francesco Totti has threatened to quit the Italian Players Association, which is mentioned in the article.
2. The summary mentions that the Italian Football League voted to start the season on August 26, which is also mentioned in the article.
3. The summary mentions that Totti says the Italian players are never listened to, which is also mentioned in the article.
4. The summary mentions that the Italian league is one of the last major European leagues to start next season, which is mentioned in the article.
5. The summary concludes with a statement to click for more Italian league news, which is not mentioned in the article.

Overall, the summary includes some accurate information from the article but also adds an unrelated statement at the end. Therefore, it is not coherent with the article.","The summary is not coherent with the corresponding article. 

1. The summary includes only a partial sentence, ""francesco totti has threatened to quit the italian players association,"" without providing any context or explanation.
2. The summary does not mention the reason behind Totti's threat to quit, which is the disagreement over the starting date of the next Serie A season.
3. The summary does not mention Totti's complaint about the Italian players not being listened to and the disregard for Italy coach Roberto Donadoni's request.
4. The summary does not mention Totti's statement about wanting to start the season on August 19 and the reasons behind it.
5. The summary does not mention the fact that Serie A is one of the last major European leagues to start next season, which is mentioned in the article.
6. Overall, the summary lacks structure and coherence and does not effectively convey the main points of the article.","The summary is not coherent with the article. 

1. The summary begins by mentioning that Francesco Totti threatens to quit the Italian Players Association, but it does not provide any context or explanation for this threat.
2. The summary then mentions that the row began last month when the Italian Football League voted to start the season, but it does not mention the specific issue that Totti is upset about.
3. The summary ends abruptly without providing any further information or explanation about the situation.

Overall, the summary lacks a clear structure and flow of ideas, making it difficult to understand and follow.","The summary is coherent with the article. 

1. The summary introduces the main subject of the article, which is Francesco Totti threatening to quit the Italian Players Association.
2. It mentions that Totti is unhappy with the starting date of the next Serie A season, which is in line with the row mentioned in the article.
3. The summary states that the Italian Football League voted to start the season on August 26, which matches the information given in the article.
4. Finally, it mentions that Italy coach Roberto Donadoni wanted the first round of matches to be played midway through the month, which is also mentioned in the article.

The summary presents the key points of the article in a clear and logical manner, making it easy to understand and follow. Therefore, it is coherent with the article.","The summary is coherent with the article. It includes the main points from the article, such as Francesco Totti threatening to quit the Italian Players Association and his dissatisfaction with the start date of the Serie A season. It also mentions that the Italian Football League voted to start the season on August 26. The summary follows a clear structure and flow of ideas, making it easy to understand and follow. Yes."
"The summary is not coherent with the corresponding article. 

1. The summary mentions that allegations against Blackwater USA are baseless, but it does not mention that these allegations are related to unlawful arms activities.
2. The summary mentions that federal prosecutors are investigating allegations of illegal weapon purchases by Blackwater employees, but it does not mention that this investigation focuses on individual employees and not the company as a whole.
3. The summary mentions that Blackwater resumed normal security operations in Iraq, but it does not mention the reason behind the suspension of operations, which was the shooting of 20 Iraqi civilians.

Therefore, the summary lacks a clear structure and flow of ideas, and important information from the article is missing.","The summary does not have a clear structure and flow of ideas. It jumps between different points without providing a logical connection between them. Additionally, it does not mention the specific allegations of illegal arms activities or the firing of employees for stealing. Therefore, the summary is not coherent with the corresponding article.
No","Yes

Reasoning:
The summary accurately captures the main point of the article, which is that Blackwater denies any association or complicity in unlawful arms activities. The summary also includes additional information about the investigation into individual employees and the company's response to the allegations. Overall, the summary provides a clear structure and flow of ideas, making it easy to understand and follow.","The summary is coherent with the corresponding article. 

1. The summary begins by stating that federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons. This is mentioned in the article as well.
2. The summary then mentions that Blackwater is hired by the State Department to guard U.S. staff in Iraq. This is also mentioned in the article.
3. Finally, the summary includes a quote from Blackwater stating that the company has no knowledge of any employee improperly exporting weapons. This statement is also mentioned in the article. 

Therefore, the summary covers the main points of the article in a clear and logical manner, making it easy to understand and follow. Yes.","The summary is not coherent with the corresponding article. 

1. The first sentence of the summary is not mentioned in the article. There is no information about Blackwater firing two employees for stealing from the company. 
2. The second sentence of the summary is mentioned in the article. Blackwater asserts that it has no knowledge of any employee improperly exporting weapons.
3. The third sentence of the summary is mentioned in the article. Federal prosecutors are investigating allegations that employees of Blackwater illegally purchased weapons.
4. The fourth sentence of the summary is mentioned in the article. It states that 20 Iraqi civilians were shot to death by Blackwater guards last weekend.

Given that the first sentence of the summary does not align with any information in the article, the summary is not coherent.","The summary is coherent with the corresponding article. 

Reasoning:
1. The summary starts by mentioning Blackwater's assertion that allegations of their involvement in unlawful arms activities are baseless, which is mentioned in the article.
2. The summary then states that federal prosecutors are investigating allegations of weapons sales by Blackwater employees, which is also mentioned in the article.
3. The next point in the summary is that Blackwater is a security firm hired by the State Department to guard U.S. staff in Iraq, which is mentioned in the article.
4. Lastly, the summary mentions that Blackwater's operations were suspended after 20 Iraqi civilians were shot to death, which is also mentioned in the article.

The summary follows a logical structure and includes the main points from the article, making it easy to understand and follow. Therefore, the summary is coherent with the article."
No evaluation possible.,"The summary is coherent with the corresponding article. 

1) The summary mentions that Cpl. Trent D. Thomas was found guilty of kidnapping and conspiracy, which is consistent with the article stating that Thomas was found guilty of kidnapping and conspiracy to commit several offenses. 

2) The summary states that Thomas will be demoted to the rank of private and will receive a bad-conduct discharge, which matches the article's statement that Thomas will be demoted to the rank of entry-level private and will receive a bad-conduct discharge. 

3) The summary mentions that Thomas was among seven Marines and a Navy medic who were charged in the death of a 52-year-old, which aligns with the article's information that Thomas was one of the Marines accused in the case involving the death of Hashim Ibrahim Awad, 52. 

Overall, the summary accurately captures the key points of the article and presents them in a clear and logical manner. Therefore, the answer is yes.","No, the summary is not coherent with the article. 

The summary only mentions the demotion of Cpl. Trent D. Thomas but does not provide any context or information about why he was sentenced or the details of the case. It lacks a clear structure and flow of ideas, making it difficult to understand and follow.","Yes.

Reasoning:
1. The summary accurately states that a Marine was convicted for his role in the death of an Iraqi civilian.
2. The summary mentions that the Marine was sentenced to a reduction in rank, which is consistent with the article.
3. The summary correctly states that the Marine will be demoted to the rank of entry-level private and will receive a bad-conduct discharge.
4. The summary mentions that seven Marines and a Navy medic were charged in connection with the death of a civilian, which is accurate.","The summary is coherent with the corresponding article. It includes the main points of the article, such as Cpl. Trent D. Thomas being sentenced to a reduction in rank and discharge, his guilty verdict for kidnapping and conspiracy, and the involvement of seven Marines and a Navy medic in the death of Hashim Ibrahim Awad. The summary follows a clear structure and flow of ideas, making it easy to understand and follow. Yes.","Yes, the summary is coherent with the corresponding article. The summary provides a clear overview of the article by stating the conviction of Cpl. Trent D. Thomas for kidnapping and conspiracy, his punishment of demotion and discharge, and his involvement in the death of Hashim Ibrahim Awad. The summary captures the main points of the article in a concise and organized manner."
"Yes, the summary is coherent with the article. 
- The summary starts by mentioning that Michael Moore and Sanjay Gupta faced off on CNN's ""Larry King Live"".
- It then states that both Moore and Gupta agree on the basic premise of ""Sicko"", which is that problems exist in America's health-care system and need to be fixed.
- Gupta is quoted as saying that the health care system is broken and that he agrees with the movie's message.
- Moore responds by blaming the problem on who is in power.
- The summary concludes by summarizing Moore's statement about the real issue being the ailing health care system.","The summary does not have a clear structure and flow of ideas. It jumps between different statements made by Michael Moore and Dr. Sanjay Gupta without providing a cohesive summary of their arguments. Additionally, it does not mention the specific criticisms Moore had about Gupta's report or the disagreement over data used by both parties. Therefore, the summary is not coherent with the corresponding article. No.","The summary is not coherent with the article. The summary does not provide a clear structure or flow of ideas from the article. It only mentions that Michael Moore and Sanjay Gupta argued over data used in the ""Sicko"" report, without providing any further details or context. Additionally, the summary abruptly ends with ""gupta,"" which does not provide a conclusion or summary of the main points discussed in the article.","The summary is not coherent with the corresponding article. The summary mentions the documentary ""Sicko"" and the filmmaker's statement about the government, but it does not provide a clear structure or flow of ideas. It lacks important information such as the argument between Michael Moore and Sanjay Gupta, the criticism of Gupta's report on the film, and the agreement on the problems in America's health care system.","The summary is not coherent with the corresponding article. 

Reasoning:
1. The summary mentions that Michael Moore and CNN's Sanjay Gupta argued over the film ""Sicko.""
2. It also includes a quote from Gupta stating that he agrees with the premise of the film, that America's health care system is broken.
3. Moore's response to Gupta's report on the film is mentioned, where he denies that any of the facts in the film were fudged.
4. However, the summary fails to mention the main point of contention between Moore and Gupta, which is the issue of whether health care in countries with universal health care systems is free or if it is funded through high taxes.
5. The summary also does not mention Moore's criticism of the current health care system in the United States or his suggestion of putting health care in the hands of the government.

Conclusion:
The summary is missing important details and fails to provide a clear structure and flow of ideas. Therefore, it is not coherent with the corresponding article.","The summary is not coherent with the corresponding article. The summary only includes a few selected statements from both Michael Moore and Sanjay Gupta without providing a clear structure or flow of ideas. It does not accurately represent the arguments and discussions between Moore and Gupta regarding the facts in the film ""Sicko"" and the issues with America's healthcare system."
"Yes, the summary is coherent with the article. 

1. The summary begins by mentioning the body of an Ethiopian soldier being dragged through the streets of Mogadishu after gun battles with insurgents, which is in line with the information provided in the article.

2. The summary includes the detail that crowds shouted ""God is great"" as they dragged the corpse, which is also mentioned in the article.

3. The summary mentions another battle between Ethiopian troops and insurgents on the city's south side, which is consistent with the information provided in the article.

4. The summary states that the fighting drove hundreds more people from their homes, which aligns with the tens of thousands of people who have fled in recent weeks, as mentioned in the article.

Overall, the summary follows a clear structure and flow of ideas, making it easy to understand and follow.","Yes.

Reasoning:
1. The summary begins by mentioning that crowds shout ""god is great"" as they drag the body of an Ethiopian soldier through the streets of Mogadishu. This is coherent with the information provided in the article about the enraged crowd dragging the soldier's body.
2. The summary then states that nine Ethiopians are reportedly part of the 19 dead, which aligns with the information given in the article about the death toll from the day's clashes.
3. The summary concludes by mentioning that the fighting has driven hundreds more people from their homes, which is in line with the information provided in the article about the displacement of people due to the ongoing conflict.

Overall, the summary captures the main points of the article and presents them in a coherent manner.","No. The summary does not provide a clear structure and flow of ideas. It only mentions the action of the crowd dragging a corpse through Mogadishu and shouting ""God is great,"" but does not provide any context or explanation for this event.","The summary is coherent with the corresponding article. It includes the main points of the article, such as the enraged crowd dragging the body of an Ethiopian soldier through the streets, the body being bound and wrapped in plastic, and the fact that nine Ethiopians were among the 19 dead. The summary is structured and flows logically, making it easy to understand and follow. Yes.","The summary is coherent with the corresponding article. 

The summary provides a concise and clear overview of the main points in the article. It mentions that an Ethiopian soldier's body was dragged through Mogadishu after gun battles with Islamic insurgents, resulting in the death of 19 people. It also states that this incident is reminiscent of a similar event involving U.S. troops in 1993. Additionally, it mentions that Ethiopian troops arrived in Somalia in 2006 to assist the Somali government. 

The summary follows a logical structure and flows smoothly, presenting the key details in a coherent manner. Therefore, the answer is yes.","Yes, the summary is coherent with the corresponding article."
"Yes

Reasoning:
- The summary includes the main information from the article, such as the players involved (Julia Vakulenko and Lindsay Davenport), the event (Bell Challenge in Quebec), and their current standings (third seed and former world No. 1).
- The summary mentions that it is Vakulenko's first final at the tournament, which is coherent with the article stating that she will face Davenport in her first WTA Tour final.
- The summary also mentions that Davenport is seeking her second win since returning from a one-year hiatus to have a baby, which is in line with the information in the article about her recent performances and rankings improvement.","Yes.

The summary includes the main points of the article, such as Julia Vakulenko seeking her first victory at the Bell Challenge in Quebec and her victory over Julie Ditty. It also mentions Lindsay Davenport, the former world No. 1, seeking her second win since returning from a one-year hiatus. The summary presents a clear structure and flow of ideas, making it easy to understand and follow.","The summary is not coherent with the corresponding article. The summary abruptly cuts off after the mention of the Ukrainian battling, which does not provide a clear and logical flow of ideas. Additionally, the summary does not include important details such as the location of the tournament (Quebec, Canada) or the fact that Davenport is seeking her second win in three tournaments since returning from a one-year hiatus.","Yes

Reasoning:
- The summary introduces the main idea of the article, which is that Julia Vakulenko will face Lindsay Davenport in the final of the Bell Challenge.
- The summary includes a mention of Vakulenko's victory over Julie Ditty in the semifinals.
- The summary mentions Vakulenko's previous world ranking and her current ranking.
- The summary does not include any irrelevant information from the article.","Yes

Reasoning:
- The summary starts by mentioning that Julia Vakulenko will face Lindsay Davenport in the final of the Bell Challenge, which is consistent with the article.
- It then states that Vakulenko, the Ukrainian third seed, beat American qualifier Julie Ditty in straight sets, which is also mentioned in the article.
- Lastly, it mentions that Lindsay Davenport is seeking her second win in three tournaments since returning from a one-year hiatus to have a baby, which is consistent with the information provided in the article.","The summary is coherent with the corresponding article. 

1. The summary introduces the main topic of the article, which is the final match between Julia Vakulenko and Lindsay Davenport at the Bell Challenge in Quebec.
2. It mentions that Vakulenko defeated Julie Ditty in three sets to reach the final.
3. It also mentions that Davenport defeated Vera Zvonareva in three sets to reach the final.
4. The summary provides a concise overview of the key events and outcomes discussed in the article."
"The summary is coherent with the corresponding article. It includes the main points of the article, such as South Africa's strong performance in the first test against New Zealand, New Zealand's low score in their first innings, and Amla and Kallis' partnership in South Africa's second innings. The summary also follows a clear structure and flow of ideas, making it easy to understand and follow. Therefore, the answer is yes.","The given summary is not coherent with the corresponding article. 

1. The summary mentions that Dale Steyn took a career-best five-wicket haul in 14 tests against New Zealand, which is accurate and mentioned in the article.
2. The summary states that the Kiwis reached 179 for two in reply to South Africa's 226, which is inaccurate. The Kiwis were actually bowled out for 118 in reply to South Africa's 226.
3. The summary mentions that Hashim Amla and Jacques Kallis shared an unbeaten stand of 159 as South Africa reached 179, which is inaccurate. Amla and Kallis shared an unbeaten stand of 159, but South Africa's total in the second innings was 179 for two, not their final score.

Therefore, the summary is not coherent with the corresponding article.","No. 

The summary does not provide a clear structure and flow of ideas. It only mentions Dale Steyn's performance without providing any context or information about the overall match. It does not mention the New Zealand team's performance, South Africa's lead, or any other important details from the article.","The summary is not coherent with the corresponding article. 

Reasoning:
1. The article provides information about the performance of Dale Steyn, the South African fast bowler, and how he played a crucial role in the match by taking five wickets.
2. The summary mentions that the Proteas (South Africa) took a tight grip on the first test against New Zealand, which aligns with the information in the article.
3. However, the summary fails to mention Steyn's career-best performance or his five-wicket haul, which is a significant aspect of the article.
4. The summary also does not mention the home side reaching 179 for two in their second innings, which is an important detail from the article.

Since the summary does not include important details from the article and lacks a clear structure and flow of ideas, it is not coherent.","Yes, the summary is coherent with the article. 

1. The summary begins by mentioning Dale Steyn's performance, taking a career-best five for 34.
2. It then states that New Zealand were bowled out for 118 in reply to South Africa's 226 in the first test.
3. The next point in the summary mentions the unbeaten stand of 159 between Hashim Amla and Jacques Kallis.
4. The summary concludes by stating that this performance has given South Africa a lead of 287.

The summary follows a clear structure and flow of ideas, making it easy to understand and follow. It includes the key points from the article.","Yes, the summary is coherent with the corresponding article. 

- The summary first mentions that South Africa is leading New Zealand by 287 runs with eight wickets left in the first test, which reflects the current state of the match as mentioned in the article.
- The summary then highlights Dale Steyn's performance, stating that he took a career-best 5-34 as the Kiwis were bowled out for 118. This aligns with the information in the article about Steyn's bowling performance and New Zealand's first innings score.
- The summary concludes by mentioning that Hashim Amla and Jacques Kallis are unbeaten on 159 as South Africa reaches 179-2 in their second innings. This mirrors the information in the article about Amla and Kallis' partnership and South Africa's second innings score."
"No. The summary does not have a clear structure and flow of ideas. It includes some key points from the article, such as the fact that the rebels did not target the camps and that the Congolese government accused rebel general Laurent Nkunda of staging the attack. However, it does not provide a cohesive summary of the main events and context described in the article.","The summary is not coherent with the corresponding article. 

1. The summary includes the information that refugees are moving along a road in the Democratic Republic of Congo as rebel troops attack government forces. This is mentioned in the article.
2. The summary mentions that torrential rain made the movement even more difficult, which is also mentioned in the article.
3. The summary mentions that the Congolese government accuses troops of staging the attack, but denies the allegation. This is mentioned in the article.
4. The summary mentions that the U.S. military says it is uncertain which group attacked the Congo army outpost near Kishangazi. However, the article does not mention anything about the involvement of the U.S. military or their uncertainty about the attack.

Since the summary includes information that is not present in the article, it is not coherent with the corresponding article.","The summary is not coherent with the article. The summary only mentions that Rwandan Hutu rebels were behind the attack, but does not provide any context or details about the attack, the Congolese refugees, or the situation in the Democratic Republic of Congo.","Yes

Reasoning:
- The summary includes the key information from the article, stating that tens of thousands of Congolese refugees fled camps in the Democratic Republic of Congo due to rebel attacks on government forces.
- It also mentions that a spokesperson for the UN military mission denies the allegation.
- Although the summary does not provide as much detail as the article, it still captures the main points and follows a logical structure.","The summary is coherent with the corresponding article. 

1. The summary starts by mentioning that tens of thousands of Congolese refugees fled camps as rebel troops attacked government forces, which aligns with the information provided in the article.
2. It then states that the U.N. High Commissioner for Refugees reported that it didn't appear rebels had targeted the camps, which is also mentioned in the article.
3. The summary goes on to mention that the roads to Goma were crowded with refugees, which is consistent with the information provided in the article.
4. Finally, it mentions that the movement was made even more difficult due to torrential rain, which is also stated in the article.

Overall, the summary captures the main points of the article and presents them in a coherent manner, making it easy to understand and follow. Therefore, the answer is yes.","Yes, the summary is coherent with the corresponding article. 

1. The summary starts with a new development, stating that Congo rebels are blaming Rwandan Hutu rebels for the attack. This information is mentioned in the article.
2. The summary then mentions that internally displaced Congolese are fleeing as rebels attack government forces. This is also mentioned in the article, as tens of thousands of refugees fled camps due to the attack.
3. The summary highlights that torrential rain is making refugee movement difficult. This is mentioned in the article, as the UNHCR reports that the movement of refugees is even more difficult due to the heavy rain.
4. Lastly, the summary mentions that the UNHCR reports that approximately 375,000 people have been forced from their homes in the past year. This information is also mentioned in the article, as the UNHCR states that 375,000 Congolese in North Kivu province have been forced from their homes in the past year.

Overall, the summary covers the main points of the article in a clear and logical manner, making it easy to understand and follow."
"Yes

Reasoning:
- The summary includes the key information from the article, such as the closure of the U.S. Embassy in Baku and the closure of the British embassy as a precaution.
- It mentions that the terror plot was uncovered after a weekend raid outside Baku, which is consistent with the article.
- It also states that several members of a radical Islamic group were arrested in the raid on Saturday, which aligns with the information in the article.","The summary is coherent with the corresponding article. 

Step 1: The summary accurately states that the U.S. embassy in Baku has closed its doors to the public on Monday, which is mentioned in the first sentence of the article.

Step 2: The summary mentions that the terror plot was unraveled after a weekend raid outside Baku, which is mentioned in the second paragraph of the article.

Step 3: The summary states that UK officials say there were ""specific and credible threat information"" about the embassy, which is mentioned in the fourth paragraph of the article.

Step 4: The summary mentions that the United States is working closely with their counterparts in Baku, which is mentioned in the last paragraph of the article.

The summary follows a logical order and accurately captures the main points of the article, making it coherent with the corresponding article. Therefore, the answer is yes.","No, the summary is not coherent with the corresponding article. The summary only includes the first part of the article, mentioning that authorities uncovered a radical Islamic terror plot against the U.S. Embassy in Baku. It does not provide any further information or details mentioned in the article, such as the closure of the embassy, the raid outside Baku, the involvement of other countries' embassies, and the arrest of suspects.","The summary is not coherent with the corresponding article. 

1. The summary mentions that the embassy in Baku shuts its doors to the public, which is mentioned in the article.
2. The summary mentions that the terror plot was unraveled after a weekend raid outside Baku, which is mentioned in the article.
3. The summary mentions that an Azerbaijani army officer seized four assault rifles and 20 hand grenades from his unit, which is mentioned in the article.
4. The summary mentions that a suspected member of the radical group resisted arrest and was killed in the sweep, which is mentioned in the article.

However, the summary does not provide a clear structure and flow of ideas. It jumps from one point to another without connecting them or providing any context. The summary should have included more information about the closure of the embassy, the connection between the terror plot and the raid, and the targeting of Azerbaijani government buildings. Therefore, the summary is not coherent with the article.","Yes, the summary is coherent with the corresponding article. The summary includes the key points from the article, such as the closure of the U.S. Embassy and the British embassy in Baku, the arrest of several suspected members of a radical group, and the fact that details of the plot are still unfolding. The summary presents these points in a clear and logical manner, making it easy to understand and follow.","Yes

Reasoning:
- The summary begins by stating that authorities uncovered a radical Islamic terror plot against the U.S. Embassy in Baku, which is consistent with the information provided in the article.
- The summary then states that the U.S. Embassy in Baku has closed its doors to the public, which is also mentioned in the article.
- Finally, the summary mentions that Britain also shut its embassy in Baku to the public on Monday, which is confirmed in the article."
"The summary is coherent with the article. It follows a clear structure and flow of ideas, summarizing the main points of the article in a concise manner. It includes the key information about Interpol's global appeal to identify a man from digitally reconstructed photos showing him sexually abusing underage boys. It also mentions that the man's face was disguised but the images were capable of being restored. Additionally, it states that the pictures have been on the Internet for several years and investigators have been unable to determine the man's identity. Therefore, the summary is easy to understand and follows the structure of the article. Yes.","Step 1: The summary starts by stating that Interpol says the images were taken in Vietnam and Cambodia. This matches information from the article, which mentions that Interpol has determined the photos were taken in Vietnam and Cambodia. 
Step 2: The summary then mentions that the man's face was disguised by digital alteration. This matches information from the article, which states that the man's face was disguised by digital alteration. 
Step 3: The summary includes a sentence about the image showing how police used software to unscramble the image. This matches information from the article, which includes a moving image that shows how police used software to unscramble the image. 
Step 4: The summary concludes by stating that investigators have been unable to identify the man. This matches information from the article, which mentions that investigators have been unable to determine the man's identity. 

Based on these steps, the summary is coherent with the corresponding article. Yes.","The summary is not coherent with the corresponding article. 

1. The summary only mentions that Interpol has digitally reconstructed photos showing a man sexually abusing underage boys. This is a partial representation of the article as it does not mention the global appeal for help, the inability to determine the man's identity or nationality, and the concern that he may continue to abuse children.

2. The summary does not provide any information about the photos being taken in Vietnam and Cambodia, which is mentioned in the article.

3. The summary lacks a clear structure and flow of ideas. It does not provide a complete overview of the article and important details are missing.

Therefore, the summary is not coherent with the corresponding article.","The summary is coherent with the article. 

Reasoning:
1. The summary includes the information that the man's face was disguised by digital alteration and that the images were capable of being restored, which aligns with the statement in the article.
2. The summary mentions that the images have been on the internet for several years, and investigators have been unable to determine the suspect's identity or nationality. This information is also stated in the article.
3. The summary does not include any additional information that is not mentioned in the article.
4. The summary presents the information in a clear and concise manner, making it easy to understand and follow the flow of ideas.

Therefore, the summary is coherent with the article.","The summary is not coherent with the corresponding article. 

1. The summary mentions that the images show a man sexually abusing underage boys in Vietnam and Cambodia, which is mentioned in the article.
2. The summary also states that the man's face was disguised by digital alteration, which is also mentioned in the article.
3. However, the summary then abruptly jumps to Interpol being convinced that without the public's help, the sexual predator could continue to rape. This statement is not mentioned in the article and does not flow logically from the previous information.

Therefore, the summary does not have a clear structure and flow of ideas and is not coherent with the article.","The summary is coherent with the article. 

Step 1: The summary introduces the main idea of the article, which is that digitally reconstructed photos show a man sexually abusing underage boys. 

Step 2: The summary mentions that the man's face was disguised by digital alteration, which is information mentioned in the article. 

Step 3: The summary states that the photos were taken in Vietnam and Cambodia, which is also information mentioned in the article. 

Overall, the summary follows a clear structure and flow of ideas, making it easy to understand and follow. 

Therefore, the answer is yes."
